BHK,City,Size_sqft,Floors,Bathrooms,Furnishing,Property_Type,Age_years,Parking,Price
2,Ahmedabad,1034.0,10,3,Unfurnished,Independent House,6.0,No,6609641.505486712
1,Kolkata,784.0,10,3,Unfurnished,Independent House,16.0,No,4721904.286979311
2,Mumbai,3169.0,7,2,Semi-furnished,Apartment,10.0,Yes,39611769.68647762
3,Chennai,4286.0,7,4,Fully-furnished,Apartment,21.0,Yes,29771234.96065213
2,Chennai,1629.0,11,4,Unfurnished,Villa,5.0,No,10042799.367330657
2,Kolkata,1003.0,14,3,Fully-furnished,Independent House,13.0,No,7102683.651672861
2,Delhi,4641.0,9,4,Fully-furnished,Independent House,5.0,No,49358892.75991769
4,Chennai,1036.0,1,1,Fully-furnished,Apartment,13.0,Yes,11678556.022468064
3,Mumbai,561.0,2,3,Unfurnished,Apartment,28.0,Yes,9882376.248547772
2,Chennai,2883.0,14,1,Fully-furnished,Villa,18.0,Yes,20823167.771923237
2,Mumbai,710.0,1,4,Fully-furnished,Villa,2.0,Yes,16147807.128008043
2,Delhi,2947.0,1,2,Semi-furnished,Independent House,16.0,No,28406102.090843145
1,Delhi,2894.0,11,4,Unfurnished,Apartment,19.0,Yes,24457874.92037739
4,Surat,3769.0,4,2,Unfurnished,Villa,6.0,Yes,16158732.058432914
1,Bangalore,876.0,8,1,Unfurnished,Independent House,16.0,Yes,7581294.250755619
4,Ahmedabad,1685.0,10,1,Unfurnished,Villa,25.0,Yes,8895176.314633971
2,Hyderabad,3779.0,8,4,Unfurnished,Independent House,9.0,No,24174741.598457456
3,Hyderabad,3998.0,12,3,Semi-furnished,Villa,17.0,No,27961854.03126948
5,Jaipur,3347.0,12,1,Fully-furnished,Apartment,25.0,No,16695802.96699982
5,Ahmedabad,1286.0,11,2,Semi-furnished,Independent House,17.0,Yes,9929975.588369863
2,Delhi,1232.0,9,2,Fully-furnished,Apartment,20.0,No,14752131.970242696
1,Hyderabad,4368.0,2,3,Unfurnished,Apartment,26.0,No,25259421.048834696
3,Mumbai,3199.0,13,4,Semi-furnished,Independent House,12.0,Yes,40940879.98177893
4,Jaipur,2658.0,7,1,Unfurnished,Villa,7.0,No,12110804.652824836
2,Chennai,4120.0,12,4,Unfurnished,Villa,4.0,Yes,24186182.50318349
3,Chennai,4164.0,14,1,Fully-furnished,Independent House,0.0,No,30306299.163748033
3,Jaipur,3155.0,4,4,Fully-furnished,Independent House,16.0,No,15897135.676576214
4,Bangalore,1578.0,3,3,Fully-furnished,Apartment,4.0,No,17517189.13331032
3,Pune,3794.0,12,2,Semi-furnished,Independent House,15.0,Yes,22231720.59353931
1,Mumbai,4146.0,4,4,Fully-furnished,Independent House,17.0,No,56452149.2665916
1,Hyderabad,2693.0,4,4,Unfurnished,Independent House,27.0,Yes,16771092.856696151
1,Bangalore,2811.0,3,1,Fully-furnished,Apartment,2.0,No,24666606.495672315
3,Mumbai,2084.0,9,4,Fully-furnished,Apartment,17.0,Yes,31596523.599436156
1,Surat,3506.0,8,4,Fully-furnished,Apartment,8.0,No,17507925.71679344
4,Hyderabad,4544.0,14,3,Fully-furnished,Apartment,20.0,No,35269330.62865181
3,Surat,1710.0,12,4,Unfurnished,Independent House,29.0,No,7245973.838335126
5,Delhi,3914.0,10,3,Fully-furnished,Apartment,13.0,Yes,44268484.127973296
3,Ahmedabad,2486.0,14,3,Unfurnished,Independent House,16.0,Yes,12746244.623302758
4,Delhi,3670.0,12,3,Semi-furnished,Apartment,18.0,No,34481491.88785743
5,Chennai,3226.0,12,1,Semi-furnished,Independent House,28.0,Yes,21323534.828318764
3,Bangalore,2248.0,2,3,Unfurnished,Villa,14.0,No,16475151.692738857
1,Jaipur,1257.0,3,1,Semi-furnished,Apartment,7.0,Yes,6392444.7639862485
2,Delhi,1677.0,13,2,Fully-furnished,Independent House,3.0,No,21586133.198134534
2,Bangalore,1418.0,10,3,Fully-furnished,Independent House,23.0,Yes,14044038.35778044
1,Kolkata,1619.0,7,4,Fully-furnished,Apartment,28.0,No,9840519.804867063
2,Chennai,1205.0,5,3,Semi-furnished,Apartment,14.0,Yes,9505879.726277607
2,Hyderabad,3930.0,1,2,Unfurnished,Independent House,16.0,Yes,24929155.236130666
1,Bangalore,3361.0,1,3,Semi-furnished,Villa,23.0,Yes,23812674.85075084
1,Mumbai,4994.0,12,1,Semi-furnished,Apartment,25.0,No,57595720.40707509
3,Hyderabad,2307.0,8,2,Unfurnished,Villa,24.0,Yes,14880604.920600405
3,Chennai,1899.0,6,2,Unfurnished,Independent House,10.0,Yes,12531706.863640329
1,Delhi,3149.0,4,1,Semi-furnished,Independent House,11.0,Yes,29197057.784017403
4,Kolkata,4923.0,3,1,Semi-furnished,Villa,13.0,Yes,24696619.970399886
2,Surat,1795.0,13,4,Unfurnished,Apartment,6.0,Yes,8742009.631725173
3,Pune,2120.0,9,2,Unfurnished,Independent House,2.0,Yes,13068704.257040307
2,Hyderabad,2942.0,9,3,Semi-furnished,Apartment,10.0,No,20860109.760091703
5,Hyderabad,3095.0,12,1,Fully-furnished,Apartment,1.0,Yes,27358382.2520103
1,Jaipur,4672.0,4,4,Fully-furnished,Villa,16.0,No,22128942.298933957
4,Delhi,1572.0,11,1,Fully-furnished,Independent House,9.0,No,20768141.32010132
5,Hyderabad,4575.0,8,1,Unfurnished,Apartment,25.0,Yes,28138535.163236808
5,Jaipur,1949.0,4,4,Fully-furnished,Apartment,28.0,No,11123717.840527343
5,Chennai,4442.0,8,2,Fully-furnished,Apartment,22.0,Yes,32321443.715763614
1,Hyderabad,2271.0,7,3,Unfurnished,Independent House,0.0,Yes,15262996.511312895
3,Kolkata,1517.0,14,1,Unfurnished,Villa,21.0,No,7882832.236101053
1,Mumbai,4192.0,12,2,Unfurnished,Villa,12.0,No,45796369.36752214
3,Pune,4724.0,6,4,Fully-furnished,Independent House,13.0,Yes,30362667.44545389
5,Chennai,1018.0,7,4,Fully-furnished,Villa,16.0,Yes,10440545.009867344
5,Surat,2851.0,6,4,Fully-furnished,Villa,9.0,Yes,17221646.234599445
4,Delhi,1635.0,11,2,Fully-furnished,Villa,19.0,Yes,20481657.898835443
3,Delhi,3272.0,12,3,Unfurnished,Villa,14.0,Yes,28308624.233381767
5,Delhi,1411.0,6,2,Fully-furnished,Villa,20.0,No,19838963.303718258
2,Kolkata,1315.0,14,2,Unfurnished,Apartment,16.0,No,7440163.149279067
4,Chennai,1473.0,7,4,Semi-furnished,Independent House,12.0,Yes,11952957.20492027
1,Hyderabad,2462.0,4,1,Semi-furnished,Apartment,7.0,Yes,17825477.050008368
4,Kolkata,3366.0,12,1,Semi-furnished,Apartment,6.0,No,18186493.744758528
2,Jaipur,2910.0,5,4,Fully-furnished,Independent House,16.0,Yes,15358487.909963338
3,Delhi,3602.0,9,1,Unfurnished,Apartment,4.0,Yes,32281670.699734356
1,Surat,2300.0,2,4,Semi-furnished,Villa,3.0,No,11380954.586085487
1,Jaipur,1308.0,9,2,Unfurnished,Apartment,16.0,Yes,6253173.652806435
3,Pune,1069.0,5,4,Fully-furnished,Independent House,3.0,Yes,9813141.468971305
4,Hyderabad,1469.0,10,3,Fully-furnished,Apartment,29.0,Yes,13907799.26663096
5,Hyderabad,4579.0,1,3,Semi-furnished,Villa,19.0,Yes,32477788.370368417
4,Bangalore,2379.0,11,3,Semi-furnished,Independent House,21.0,No,20380515.491795305
2,Surat,3819.0,7,2,Semi-furnished,Apartment,19.0,Yes,18334326.880614515
5,Kolkata,887.0,5,1,Fully-furnished,Villa,20.0,Yes,8907371.051990507
4,Kolkata,2989.0,3,2,Fully-furnished,Independent House,10.0,Yes,18954071.052192595
3,Ahmedabad,1015.0,3,1,Semi-furnished,Independent House,9.0,Yes,7561175.5000452185
2,Pune,4344.0,1,2,Fully-furnished,Villa,26.0,Yes,26530226.130804557
2,Delhi,3390.0,7,2,Fully-furnished,Independent House,2.0,No,36897820.08569173
2,Bangalore,4640.0,14,3,Semi-furnished,Independent House,15.0,Yes,33378157.705103796
5,Jaipur,1942.0,2,2,Fully-furnished,Apartment,12.0,No,11997903.935205093
1,Hyderabad,1222.0,8,3,Fully-furnished,Villa,6.0,Yes,11756358.626613386
5,Ahmedabad,1255.0,14,2,Unfurnished,Apartment,10.0,Yes,8409108.842437387
4,Ahmedabad,2750.0,4,4,Unfurnished,Apartment,18.0,Yes,14537676.753481684
1,Pune,2408.0,4,3,Unfurnished,Apartment,20.0,No,11449076.02718827
4,Mumbai,3086.0,13,4,Fully-furnished,Villa,1.0,No,48305713.832978226
1,Hyderabad,885.0,11,2,Fully-furnished,Independent House,9.0,No,9311192.775529481
5,Kolkata,3515.0,5,2,Unfurnished,Villa,10.0,Yes,17210900.26769769
2,Jaipur,4955.0,9,4,Unfurnished,Independent House,25.0,No,19265022.81653111
3,Delhi,4587.0,7,1,Unfurnished,Villa,23.0,Yes,38272699.07730267
2,Delhi,1991.0,3,1,Semi-furnished,Independent House,12.0,No,19464038.058694355
5,Surat,2467.0,4,1,Unfurnished,Apartment,19.0,No,12082052.822459549
1,Mumbai,4800.0,9,2,Unfurnished,Apartment,0.0,No,53011795.192243345
2,Pune,3818.0,1,1,Unfurnished,Independent House,28.0,Yes,19260118.177984748
5,Delhi,3538.0,8,1,Semi-furnished,Apartment,17.0,Yes,34564094.11058834
4,Bangalore,1572.0,8,2,Semi-furnished,Villa,26.0,No,14430967.3097458
3,Delhi,4961.0,14,2,Fully-furnished,Villa,6.0,Yes,53247173.810983434
2,Chennai,2800.0,13,1,Unfurnished,Villa,29.0,No,16299525.914893035
1,Bangalore,1268.0,7,1,Unfurnished,Independent House,6.0,No,10193086.901567884
4,Jaipur,3179.0,13,4,Fully-furnished,Independent House,1.0,No,17825301.969135027
5,Surat,1486.0,6,2,Unfurnished,Villa,29.0,No,8059698.768383965
3,Delhi,3606.0,7,2,Fully-furnished,Independent House,7.0,Yes,40651504.7106458
1,Kolkata,2859.0,10,4,Unfurnished,Villa,10.0,Yes,13476935.372514201
5,Bangalore,696.0,4,3,Unfurnished,Apartment,16.0,No,8721069.70853238
5,Surat,3544.0,4,3,Unfurnished,Apartment,14.0,No,16271310.377158098
2,Ahmedabad,2807.0,5,2,Fully-furnished,Apartment,11.0,Yes,17001736.62134429
2,Chennai,1889.0,4,2,Fully-furnished,Villa,19.0,Yes,14110862.241635697
1,Chennai,4058.0,4,1,Fully-furnished,Independent House,7.0,Yes,28037861.423320506
5,Jaipur,3081.0,9,3,Fully-furnished,Villa,4.0,No,17622136.63221391
2,Bangalore,2571.0,6,1,Fully-furnished,Villa,23.0,Yes,21343628.53338047
3,Kolkata,3490.0,14,3,Semi-furnished,Villa,7.0,No,18344975.820913654
3,Mumbai,2169.0,3,4,Fully-furnished,Apartment,24.0,Yes,32506970.369797878
5,Kolkata,1917.0,3,1,Unfurnished,Apartment,12.0,No,10108152.88507239
2,Surat,3226.0,10,4,Semi-furnished,Apartment,13.0,Yes,14785365.077317517
1,Delhi,4632.0,8,4,Semi-furnished,Villa,13.0,No,41330197.2049943
1,Hyderabad,3369.0,3,3,Semi-furnished,Independent House,0.0,No,23616456.65717966
1,Jaipur,2086.0,14,2,Semi-furnished,Independent House,0.0,Yes,10166537.304593839
3,Hyderabad,4902.0,4,2,Fully-furnished,Independent House,27.0,No,36543028.2965346
2,Bangalore,4900.0,6,4,Unfurnished,Independent House,8.0,No,32372545.207849413
2,Mumbai,2726.0,9,2,Fully-furnished,Independent House,6.0,Yes,40909860.61054594
3,Chennai,4236.0,6,1,Fully-furnished,Independent House,8.0,No,29524017.13855209
1,Chennai,1431.0,3,3,Semi-furnished,Villa,1.0,No,10644973.381429553
1,Ahmedabad,2042.0,12,1,Fully-furnished,Apartment,7.0,No,13346434.012259498
5,Surat,2492.0,6,2,Semi-furnished,Independent House,0.0,Yes,13410317.397899222
4,Surat,4206.0,4,4,Fully-furnished,Apartment,3.0,No,23829963.253520116
2,Kolkata,4559.0,5,3,Semi-furnished,Villa,23.0,No,21061562.596594285
2,Surat,4049.0,14,4,Semi-furnished,Independent House,11.0,No,18992576.830296565
2,Kolkata,3644.0,5,3,Semi-furnished,Apartment,3.0,No,18053626.459458556
4,Kolkata,2034.0,3,1,Semi-furnished,Villa,18.0,No,12066000.668435555
5,Delhi,3636.0,5,2,Fully-furnished,Villa,6.0,Yes,41970527.18037931
4,Jaipur,3174.0,12,1,Fully-furnished,Independent House,20.0,Yes,16346577.270646047
1,Hyderabad,1360.0,12,4,Unfurnished,Apartment,0.0,No,10691458.921706397
1,Delhi,2052.0,5,1,Unfurnished,Independent House,10.0,Yes,17667204.61507468
2,Mumbai,1892.0,7,2,Semi-furnished,Independent House,3.0,Yes,27456291.00818656
3,Mumbai,2379.0,9,2,Unfurnished,Independent House,3.0,Yes,30783509.208768368
2,Mumbai,880.0,5,1,Unfurnished,Independent House,11.0,No,13720232.096732607
3,Chennai,1148.0,9,3,Semi-furnished,Villa,16.0,Yes,9459274.078269819
4,Chennai,4841.0,5,2,Semi-furnished,Villa,10.0,No,29656957.218633484
1,Jaipur,4121.0,4,2,Semi-furnished,Villa,26.0,Yes,16733473.898541566
3,Mumbai,3917.0,6,2,Unfurnished,Apartment,25.0,No,43611386.31465923
4,Bangalore,1320.0,8,2,Semi-furnished,Independent House,4.0,No,14564606.796459826
1,Bangalore,971.0,4,3,Unfurnished,Villa,27.0,No,6842374.997282432
3,Ahmedabad,2516.0,5,3,Semi-furnished,Villa,29.0,No,12752931.617860494
2,Delhi,621.0,10,4,Semi-furnished,Villa,1.0,No,10080237.155925268
2,Hyderabad,3295.0,1,4,Fully-furnished,Villa,23.0,No,25172654.846545324
2,Chennai,4716.0,10,4,Fully-furnished,Villa,8.0,No,32502634.863640368
4,Surat,2686.0,12,1,Semi-furnished,Apartment,15.0,Yes,13049125.977558166
2,Hyderabad,2634.0,1,1,Fully-furnished,Apartment,17.0,Yes,20614780.149880648
5,Pune,2677.0,14,4,Fully-furnished,Apartment,11.0,No,19237659.191992592
1,Jaipur,2799.0,8,2,Fully-furnished,Independent House,25.0,No,13288561.713005353
4,Jaipur,1883.0,7,4,Fully-furnished,Apartment,11.0,Yes,10303100.537531609
2,Mumbai,4001.0,5,1,Unfurnished,Apartment,25.0,No,44188456.21822998
1,Bangalore,4642.0,9,3,Fully-furnished,Independent House,3.0,Yes,39104023.5703206
3,Mumbai,2468.0,1,2,Semi-furnished,Apartment,26.0,No,31450766.267693855
2,Hyderabad,4162.0,3,2,Fully-furnished,Apartment,17.0,No,30893462.70295708
1,Bangalore,2333.0,6,2,Semi-furnished,Apartment,26.0,No,16482695.708517615
5,Mumbai,4447.0,1,1,Unfurnished,Villa,20.0,Yes,51797981.06526951
3,Hyderabad,2972.0,14,2,Semi-furnished,Villa,22.0,No,20806593.469336778
5,Pune,4706.0,12,2,Semi-furnished,Independent House,20.0,No,26704644.664770808
1,Ahmedabad,1750.0,6,3,Fully-furnished,Independent House,15.0,Yes,12030074.715826666
5,Delhi,3610.0,2,2,Semi-furnished,Independent House,4.0,Yes,37005799.9130761
1,Ahmedabad,634.0,10,1,Semi-furnished,Independent House,1.0,Yes,5785332.367745954
1,Pune,1109.0,14,2,Unfurnished,Independent House,12.0,No,7132464.445323969
5,Ahmedabad,1557.0,5,1,Unfurnished,Villa,10.0,No,10173668.62774036
1,Surat,3534.0,11,3,Fully-furnished,Villa,2.0,Yes,18218491.103015736
2,Chennai,2488.0,10,3,Unfurnished,Apartment,5.0,No,15208746.51798098
1,Chennai,4274.0,2,2,Unfurnished,Apartment,13.0,Yes,22942060.97933703
4,Surat,2746.0,1,4,Semi-furnished,Villa,5.0,No,14609946.580087915
1,Chennai,758.0,14,3,Fully-furnished,Villa,12.0,No,7607622.065314225
4,Hyderabad,4400.0,12,2,Fully-furnished,Apartment,28.0,No,33282961.18989367
1,Chennai,1415.0,14,3,Semi-furnished,Apartment,0.0,Yes,10523506.899694858
1,Jaipur,4442.0,14,3,Unfurnished,Independent House,16.0,Yes,17269824.12013519
5,Jaipur,737.0,12,1,Unfurnished,Apartment,25.0,Yes,5683639.705596976
2,Bangalore,3855.0,13,4,Unfurnished,Villa,24.0,Yes,24510362.675354455
2,Kolkata,1187.0,4,1,Fully-furnished,Independent House,10.0,Yes,8313399.391545985
3,Pune,1658.0,2,2,Semi-furnished,Independent House,26.0,Yes,10537306.127005283
5,Jaipur,2629.0,9,2,Semi-furnished,Independent House,1.0,Yes,13553135.623287331
5,Delhi,1094.0,12,1,Unfurnished,Independent House,1.0,Yes,14568420.620205645
2,Bangalore,3201.0,11,4,Fully-furnished,Villa,15.0,Yes,26519242.864170358
5,Surat,2250.0,11,4,Semi-furnished,Villa,11.0,Yes,12468777.89819398
2,Pune,902.0,3,4,Unfurnished,Apartment,8.0,No,5752766.911164177
5,Pune,1321.0,12,3,Unfurnished,Apartment,27.0,Yes,8707056.308250107
1,Surat,4338.0,9,2,Semi-furnished,Villa,4.0,Yes,20251817.479506876
2,Kolkata,2735.0,4,3,Semi-furnished,Villa,21.0,No,14293712.363916904
2,Ahmedabad,3040.0,10,1,Semi-furnished,Apartment,13.0,No,16658301.857055647
4,Ahmedabad,2802.0,12,4,Fully-furnished,Villa,2.0,No,20058443.620626144
5,Mumbai,2197.0,7,3,Unfurnished,Villa,6.0,Yes,31232241.133918345
5,Mumbai,4428.0,7,4,Semi-furnished,Independent House,17.0,Yes,56204458.05946902
2,Bangalore,2113.0,6,3,Fully-furnished,Villa,20.0,Yes,18881835.669253763
1,Mumbai,4179.0,8,2,Fully-furnished,Independent House,14.0,No,57426146.520424165
1,Mumbai,4052.0,11,4,Semi-furnished,Villa,3.0,Yes,50160578.87759697
1,Surat,2727.0,11,3,Semi-furnished,Apartment,23.0,No,12975474.797383597
5,Ahmedabad,4178.0,6,1,Semi-furnished,Villa,12.0,No,23254016.81490694
4,Mumbai,1964.0,9,3,Semi-furnished,Villa,28.0,No,26087883.926627923
2,Jaipur,3600.0,5,1,Fully-furnished,Apartment,17.0,Yes,18256719.06795227
3,Delhi,4613.0,11,1,Semi-furnished,Apartment,15.0,No,42802122.82410078
4,Jaipur,2456.0,3,4,Unfurnished,Apartment,0.0,Yes,10990751.978739765
3,Kolkata,4593.0,5,2,Unfurnished,Villa,1.0,Yes,20983115.80572734
4,Jaipur,1186.0,4,1,Semi-furnished,Apartment,1.0,No,7798673.9788519
1,Bangalore,2536.0,3,1,Semi-furnished,Villa,15.0,No,18359763.663997516
5,Mumbai,4079.0,1,2,Fully-furnished,Apartment,7.0,No,62178201.80448386
3,Mumbai,1100.0,8,2,Unfurnished,Villa,0.0,Yes,17843795.222629074
4,Surat,1543.0,4,2,Unfurnished,Apartment,14.0,No,7763098.035913147
5,Hyderabad,1879.0,12,1,Fully-furnished,Apartment,16.0,No,18916292.254411504
3,Kolkata,1541.0,3,2,Semi-furnished,Independent House,25.0,Yes,8167444.903957784
2,Jaipur,2073.0,12,1,Fully-furnished,Villa,16.0,No,10670242.238474958
4,Hyderabad,4971.0,4,1,Fully-furnished,Apartment,2.0,No,39617175.77265383
2,Pune,1863.0,1,1,Unfurnished,Villa,20.0,No,10201627.748644369
1,Delhi,1510.0,12,2,Fully-furnished,Apartment,23.0,Yes,16626694.796943791
2,Delhi,1756.0,6,1,Unfurnished,Villa,28.0,Yes,15692388.565240642
2,Ahmedabad,1627.0,3,4,Unfurnished,Villa,23.0,Yes,8349619.663046648
4,Mumbai,1523.0,8,1,Fully-furnished,Villa,11.0,Yes,27239567.48046895
1,Ahmedabad,4194.0,11,2,Fully-furnished,Independent House,25.0,Yes,24865012.592838798
2,Surat,3284.0,14,2,Semi-furnished,Villa,4.0,No,16853409.899975043
5,Kolkata,4816.0,14,1,Unfurnished,Apartment,12.0,No,22153102.505035717
3,Kolkata,1549.0,14,1,Fully-furnished,Independent House,20.0,Yes,9847534.560568355
2,Pune,2801.0,13,1,Unfurnished,Villa,6.0,No,15343759.557672353
1,Bangalore,1654.0,10,4,Fully-furnished,Apartment,0.0,No,16260053.482415337
2,Kolkata,529.0,5,2,Fully-furnished,Villa,16.0,Yes,3554734.3285205234
3,Kolkata,1286.0,9,4,Semi-furnished,Independent House,12.0,No,7900882.080283024
1,Kolkata,4605.0,9,2,Semi-furnished,Apartment,10.0,Yes,20909882.160506956
4,Delhi,3660.0,11,3,Semi-furnished,Apartment,16.0,No,35163495.123474166
1,Bangalore,1670.0,2,2,Fully-furnished,Apartment,23.0,Yes,14893653.14883156
4,Bangalore,3698.0,5,1,Semi-furnished,Independent House,23.0,Yes,28324036.93380222
1,Chennai,3245.0,7,2,Unfurnished,Apartment,12.0,No,17113025.7795883
3,Jaipur,1864.0,7,2,Unfurnished,Villa,3.0,Yes,8710695.355482355
3,Surat,2041.0,10,3,Fully-furnished,Villa,4.0,No,12857011.203178164
1,Mumbai,4646.0,3,3,Semi-furnished,Apartment,22.0,Yes,54717251.528602295
2,Kolkata,4993.0,7,4,Fully-furnished,Independent House,13.0,Yes,27349997.191305306
3,Kolkata,813.0,7,4,Fully-furnished,Apartment,15.0,Yes,6982232.316178774
4,Chennai,3195.0,4,1,Unfurnished,Apartment,5.0,Yes,19432353.134743314
4,Mumbai,1029.0,11,4,Semi-furnished,Apartment,1.0,Yes,19707165.501378305
5,Bangalore,2966.0,7,4,Unfurnished,Villa,12.0,No,22220515.910516214
4,Pune,2741.0,8,3,Semi-furnished,Villa,22.0,No,16447644.439909518
5,Delhi,811.0,3,1,Semi-furnished,Independent House,17.0,No,11913344.371885695
1,Kolkata,1495.0,2,1,Fully-furnished,Independent House,3.0,Yes,9198275.011886302
1,Surat,3023.0,9,4,Semi-furnished,Independent House,15.0,Yes,14125564.413556762
1,Surat,3131.0,12,1,Semi-furnished,Villa,3.0,No,14794052.367552038
2,Kolkata,763.0,12,1,Fully-furnished,Villa,26.0,No,5022543.608542401
2,Surat,4352.0,7,3,Unfurnished,Villa,15.0,Yes,18037612.7880864
5,Pune,520.0,1,4,Unfurnished,Villa,20.0,Yes,5147693.590300407
4,Surat,3024.0,10,1,Unfurnished,Independent House,16.0,No,13917946.598049393
4,Hyderabad,1696.0,10,4,Semi-furnished,Villa,2.0,No,15052796.610054443
1,Mumbai,3633.0,9,4,Semi-furnished,Independent House,23.0,No,42829212.49604268
3,Chennai,705.0,5,1,Fully-furnished,Villa,5.0,Yes,7913061.266648855
2,Chennai,2136.0,2,2,Fully-furnished,Apartment,18.0,Yes,15564174.208713038
2,Ahmedabad,1130.0,7,1,Fully-furnished,Independent House,1.0,No,8783183.1757992
1,Delhi,2726.0,9,2,Unfurnished,Independent House,26.0,Yes,21665689.258646343
2,Mumbai,2889.0,13,3,Semi-furnished,Villa,21.0,No,36100722.18355399
1,Kolkata,1598.0,3,4,Fully-furnished,Independent House,13.0,No,9966830.196992759
5,Hyderabad,789.0,4,2,Semi-furnished,Apartment,2.0,No,10639442.190667437
4,Pune,3104.0,9,4,Fully-furnished,Independent House,6.0,No,21562085.464364205
3,Ahmedabad,707.0,2,3,Fully-furnished,Independent House,22.0,No,6327057.801642519
4,Delhi,4314.0,4,3,Unfurnished,Apartment,10.0,No,37210219.53452466
4,Delhi,771.0,5,2,Unfurnished,Villa,14.0,No,10612075.412258806
5,Jaipur,4178.0,4,3,Semi-furnished,Villa,29.0,No,18628558.596262593
2,Mumbai,914.0,7,4,Semi-furnished,Apartment,17.0,Yes,14738890.925592177
3,Hyderabad,3968.0,6,3,Fully-furnished,Independent House,3.0,No,32989722.265347447
2,Bangalore,4979.0,9,3,Unfurnished,Villa,2.0,Yes,32917338.923900116
4,Pune,1784.0,11,2,Semi-furnished,Villa,15.0,Yes,11205273.735504191
1,Ahmedabad,2162.0,13,3,Unfurnished,Villa,7.0,Yes,10598733.962331943
4,Kolkata,4514.0,13,1,Semi-furnished,Apartment,7.0,No,23852600.393560402
2,Chennai,1541.0,13,4,Semi-furnished,Apartment,3.0,No,12324255.889564203
4,Ahmedabad,4590.0,4,2,Unfurnished,Independent House,15.0,No,22112524.292750765
1,Surat,2794.0,11,1,Semi-furnished,Apartment,3.0,Yes,13502383.011938682
5,Delhi,4213.0,9,2,Semi-furnished,Apartment,29.0,Yes,40323074.62992727
2,Kolkata,2961.0,1,1,Unfurnished,Apartment,5.0,Yes,14640093.178440364
4,Pune,1843.0,12,3,Unfurnished,Villa,21.0,Yes,9834300.049767222
2,Hyderabad,3262.0,6,1,Semi-furnished,Apartment,5.0,No,23225474.75292927
5,Bangalore,2728.0,7,1,Semi-furnished,Apartment,17.0,No,23573427.27014159
4,Surat,3867.0,9,1,Unfurnished,Villa,11.0,Yes,17307863.709000457
4,Kolkata,1443.0,1,4,Semi-furnished,Apartment,7.0,No,8627502.692266779
2,Kolkata,4656.0,11,2,Semi-furnished,Apartment,13.0,Yes,23648341.81007055
2,Delhi,4559.0,12,3,Semi-furnished,Villa,6.0,Yes,42418583.898723744
1,Mumbai,665.0,12,3,Fully-furnished,Independent House,1.0,Yes,13717474.342634553
5,Surat,2405.0,13,4,Unfurnished,Apartment,7.0,No,11860562.582437003
1,Delhi,3556.0,1,4,Fully-furnished,Independent House,10.0,No,37460286.70637725
4,Ahmedabad,1823.0,2,4,Fully-furnished,Independent House,16.0,No,12887992.578800036
2,Surat,850.0,6,1,Fully-furnished,Independent House,9.0,No,7062876.246340191
4,Bangalore,2810.0,3,4,Fully-furnished,Villa,6.0,No,27073158.955418196
4,Chennai,3809.0,11,4,Semi-furnished,Independent House,5.0,No,25313207.214811224
3,Ahmedabad,1431.0,14,1,Fully-furnished,Villa,8.0,Yes,10476644.993766747
3,Bangalore,4338.0,6,2,Fully-furnished,Apartment,18.0,No,36607529.787299216
4,Hyderabad,1613.0,2,4,Unfurnished,Independent House,24.0,No,13028833.933067804
2,Delhi,2686.0,13,4,Semi-furnished,Independent House,4.0,No,27115054.051459413
4,Bangalore,2489.0,10,1,Semi-furnished,Independent House,4.0,Yes,21818123.04211822
3,Mumbai,1885.0,6,1,Unfurnished,Apartment,21.0,No,23066441.521333363
